speech_id,file_name,text_body,file_size_bytes,encoding_used,char_count_body,word_count_body,line_count_body,content_sha256,speech_title_from_filename,forum_scope_inferred,forum_scope_rule,event_date,event_date_source,language_estimate,source_url,source_domain,source_validation_status,quality_flags,text_clean_readable,text_clean_lower,tokens_basic,text_preprocessed_tokens,text_for_manual_coding,text_for_bertopic,char_count_clean,word_count_clean,token_count_basic,unique_token_count_basic,text_clean_sha256,preprocessing_config_json,processed_stage02_at
SPCH_001_BRICS_LEADERS,NASKAH-PIDATO-PRABOWO-BRICS-LEADERS.txt,"Distinguished Leaders of BRICS.

It is indeed a great honor for me to join this very important meeting.

Indonesia considers BRICS to be a very strong pillar of stability and hope in the current international geopolitical situation. We now experience a world full of instability and also a world that the concept of multilateralism is being challenged.

I fully support the opinions of the preceding speakers: the Distinguished President of Brazil, the Distinguished President of China and Egypt.

BRICS now is more than 55% of world population. We are more than 40% of global GDP. BRICS has the biggest economies, biggest countries in population, biggest markets, countries with large natural resources, critical resources. Therefore, BRICS is emerging as a pillar of strengths. So, Indonesia supports the continuation. Indeed, we must continue and work closer together. We must consult each other more.

I fully support the concepts given forward by the Distinguished President of the People’s Republic of China. We must uphold openness. We must do exactly to continue this close coordination and cooperation in this present world of uncertainty, of double and even triple standards, where international law is being daily ignored, where might makes right, where little countries with less power are being intimidated, threatened, bullied, where trade and finance become weapon, weapon.

We consider now, this is the time that BRICS must continue to evolve. We fully support the initiatives taken. We commend the leadership of President Lula. And, Indonesia is committed to working closer with all the BRICS countries.

Thank you very much.",1888,utf-8,1642,256,8,a2f66ccd4a1d6ba1b4793089989eb09607add274f280505c062aa477bdaface9,Brics Leaders,international,filename_contains_international_forum_keyword,2025-09-08,source_url_or_text_pattern,en,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-brics-leaders-virtual-meeting-melalui-video-conference-di-kertanegara-kota-administrasi-jakarta-selatan-provinsi-dki-jakarta-senin-8-september-2025/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,OK,"Distinguished Leaders of BRICS.

It is indeed a great honor for me to join this very important meeting.

Indonesia considers BRICS to be a very strong pillar of stability and hope in the current international geopolitical situation. We now experience a world full of instability and also a world that the concept of multilateralism is being challenged.

I fully support the opinions of the preceding speakers: the Distinguished President of Brazil, the Distinguished President of China and Egypt.

BRICS now is more than 55% of world population. We are more than 40% of global GDP. BRICS has the biggest economies, biggest countries in population, biggest markets, countries with large natural resources, critical resources. Therefore, BRICS is emerging as a pillar of strengths. So, Indonesia supports the continuation. Indeed, we must continue and work closer together. We must consult each other more.

I fully support the concepts given forward by the Distinguished President of the People's Republic of China. We must uphold openness. We must do exactly to continue this close coordination and cooperation in this present world of uncertainty, of double and even triple standards, where international law is being daily ignored, where might makes right, where little countries with less power are being intimidated, threatened, bullied, where trade and finance become weapon, weapon.

We consider now, this is the time that BRICS must continue to evolve. We fully support the initiatives taken. We commend the leadership of President Lula. And, Indonesia is committed to working closer with all the BRICS countries.

Thank you very much.","distinguished leaders of brics.

it is indeed a great honor for me to join this very important meeting.

indonesia considers brics to be a very strong pillar of stability and hope in the current international geopolitical situation. we now experience a world full of instability and also a world that the concept of multilateralism is being challenged.

i fully support the opinions of the preceding speakers: the distinguished president of brazil, the distinguished president of china and egypt.

brics now is more than 55% of world population. we are more than 40% of global gdp. brics has the biggest economies, biggest countries in population, biggest markets, countries with large natural resources, critical resources. therefore, brics is emerging as a pillar of strengths. so, indonesia supports the continuation. indeed, we must continue and work closer together. we must consult each other more.

i fully support the concepts given forward by the distinguished president of the people's republic of china. we must uphold openness. we must do exactly to continue this close coordination and cooperation in this present world of uncertainty, of double and even triple standards, where international law is being daily ignored, where might makes right, where little countries with less power are being intimidated, threatened, bullied, where trade and finance become weapon, weapon.

we consider now, this is the time that brics must continue to evolve. we fully support the initiatives taken. we commend the leadership of president lula. and, indonesia is committed to working closer with all the brics countries.

thank you very much.","[""leaders"", ""brics"", ""indeed"", ""great"", ""honor"", ""join"", ""important"", ""meeting"", ""indonesia"", ""considers"", ""brics"", ""strong"", ""pillar"", ""stability"", ""hope"", ""current"", ""international"", ""geopolitical"", ""situation"", ""experience"", ""world"", ""full"", ""instability"", ""world"", ""concept"", ""multilateralism"", ""challenged"", ""fully"", ""support"", ""opinions"", ""preceding"", ""speakers"", ""president"", ""brazil"", ""president"", ""china"", ""egypt"", ""brics"", ""world"", ""population"", ""global"", ""gdp"", ""brics"", ""biggest"", ""economies"", ""biggest"", ""countries"", ""population"", ""biggest"", ""markets"", ""countries"", ""large"", ""natural"", ""resources"", ""critical"", ""resources"", ""therefore"", ""brics"", ""emerging"", ""pillar"", ""strengths"", ""indonesia"", ""supports"", ""continuation"", ""indeed"", ""must"", ""continue"", ""work"", ""closer"", ""together"", ""must"", ""consult"", ""fully"", ""support"", ""concepts"", ""given"", ""forward"", ""president"", ""people's"", ""republic"", ""china"", ""must"", ""uphold"", ""openness"", ""must"", ""exactly"", ""continue"", ""close"", ""coordination"", ""cooperation"", ""present"", ""world"", ""uncertainty"", ""double"", ""even"", ""triple"", ""standards"", ""international"", ""law"", ""daily"", ""ignored"", ""might"", ""makes"", ""right"", ""little"", ""countries"", ""less"", ""power"", ""intimidated"", ""threatened"", ""bullied"", ""trade"", ""finance"", ""become"", ""weapon"", ""weapon"", ""consider"", ""time"", ""brics"", ""must"", ""continue"", ""evolve"", ""fully"", ""support"", ""initiatives"", ""taken"", ""commend"", ""leadership"", ""president"", ""lula"", ""indonesia"", ""committed"", ""working"", ""closer"", ""brics"", ""countries"", ""thank"", ""much""]",leaders brics indeed great honor join important meeting indonesia considers brics strong pillar stability hope current international geopolitical situation experience world full instability world concept multilateralism challenged fully support opinions preceding speakers president brazil president china egypt brics world population global gdp brics biggest economies biggest countries population biggest markets countries large natural resources critical resources therefore brics emerging pillar strengths indonesia supports continuation indeed must continue work closer together must consult fully support concepts given forward president people's republic china must uphold openness must exactly continue close coordination cooperation present world uncertainty double even triple standards international law daily ignored might makes right little countries less power intimidated threatened bullied trade finance become weapon weapon consider time brics must continue evolve fully support initiatives taken commend leadership president lula indonesia committed working closer brics countries thank much,"Distinguished Leaders of BRICS.

It is indeed a great honor for me to join this very important meeting.

Indonesia considers BRICS to be a very strong pillar of stability and hope in the current international geopolitical situation. We now experience a world full of instability and also a world that the concept of multilateralism is being challenged.

I fully support the opinions of the preceding speakers: the Distinguished President of Brazil, the Distinguished President of China and Egypt.

BRICS now is more than 55% of world population. We are more than 40% of global GDP. BRICS has the biggest economies, biggest countries in population, biggest markets, countries with large natural resources, critical resources. Therefore, BRICS is emerging as a pillar of strengths. So, Indonesia supports the continuation. Indeed, we must continue and work closer together. We must consult each other more.

I fully support the concepts given forward by the Distinguished President of the People's Republic of China. We must uphold openness. We must do exactly to continue this close coordination and cooperation in this present world of uncertainty, of double and even triple standards, where international law is being daily ignored, where might makes right, where little countries with less power are being intimidated, threatened, bullied, where trade and finance become weapon, weapon.

We consider now, this is the time that BRICS must continue to evolve. We fully support the initiatives taken. We commend the leadership of President Lula. And, Indonesia is committed to working closer with all the BRICS countries.

Thank you very much.","Distinguished Leaders of BRICS.

It is indeed a great honor for me to join this very important meeting.

Indonesia considers BRICS to be a very strong pillar of stability and hope in the current international geopolitical situation. We now experience a world full of instability and also a world that the concept of multilateralism is being challenged.

I fully support the opinions of the preceding speakers: the Distinguished President of Brazil, the Distinguished President of China and Egypt.

BRICS now is more than 55% of world population. We are more than 40% of global GDP. BRICS has the biggest economies, biggest countries in population, biggest markets, countries with large natural resources, critical resources. Therefore, BRICS is emerging as a pillar of strengths. So, Indonesia supports the continuation. Indeed, we must continue and work closer together. We must consult each other more.

I fully support the concepts given forward by the Distinguished President of the People's Republic of China. We must uphold openness. We must do exactly to continue this close coordination and cooperation in this present world of uncertainty, of double and even triple standards, where international law is being daily ignored, where might makes right, where little countries with less power are being intimidated, threatened, bullied, where trade and finance become weapon, weapon.

We consider now, this is the time that BRICS must continue to evolve. We fully support the initiatives taken. We commend the leadership of President Lula. And, Indonesia is committed to working closer with all the BRICS countries.

Thank you very much.",1642,254,138,101,8cd52135a957c95201d1430d1730dba226a5309a51ede801064fd3290daf8e21,"{""remove_urls"": true, ""remove_email"": true, ""remove_source_note"": true, ""normalize_unicode"": true, ""normalize_whitespace"": true, ""lowercase_for_tokenization"": true, ""remove_numbers_for_tokens"": true, ""min_token_length"": 3, ""apply_general_stopwords"": true, ""apply_domain_stopwords"": true, ""stemming_enabled"": false}",2026-06-11T21:38:26
