doc_id,speech_id,file_name,speech_title_from_filename,forum_scope_inferred,event_date,language_estimate,chunk_order,text,chunk_word_count,chunk_quality_flags,include_for_bertopic,exclusion_reason,manual_open_code_1,manual_open_code_2,manual_open_code_3,manual_axial_category,manual_selective_theme,coding_status,coder_notes,bertopic_topic_id,bertopic_topic_probability,bertopic_topic_name,is_outlier_topic
SPCH_002_PANEN_RAYA_CHK_010,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,2026-01-07,id,10,"Waktu saya dilantik jadi Presiden memang saya beri target 4 tahun swasembada beras, swasembada pangan. Terima kasih seluruh komunitas pertanian di Indonesia Saudara bekerja keras, Saudara bersatu, Saudara kompak, Saudara hasilkan yang empat tahun saudara berikan kepada bangsa dan negara, satu tahun kita sudah swasembada, satu tahun kita sudah berdiri di atas kaki kita sendiri, satu tahun kita tidak tergantung bangsa-bangsa lain, Saudara-saudara sekalian. Saudara-saudara, Saya sungguh meyakini dan saya sungguh bangga bahwa hari ini Saudara-saudara berhasil sebagai putra-putri terbaik bangsa. Saudara buktikan bahwa Indonesia bisa. Ada elit kita sebagian yang kerjanya hanya ngejek, hujat, fitnah, nyinyir, enggak ada keberhasilan bangsa Indonesia. Atlet-atlet kita berjuang, enggak ada mereka ucapan selamat. Enggak ada mereka menghargai usaha pemerintah, malah selalu ngenyek, ini aneh ya, aneh ini, kesehatan jiwa mereka agak aneh gitu. Saya sendiri bingung tetapi biarlah enggak ada urusan itu, saya kira sedikit mereka itu, mereka pintarnya hanya di sosmed, enggak jelas juga itu, jangan-jangan mereka di bayar. Yang penting Saudara-saudara, hari ini Saudara memberi kepada bangsa dan negara bukti yang nyata. Saudara telah menurut saya mencatat tonggak penting dalam kemerdekaan bangsa Indonesia. Saudara-saudara, Banyak tokoh-tokoh penting ngomong ke saya beberapa bulan yang lalu [mengatakan], ""Pak Bowo, enggak mungkin swasembada Indonesia itu"", sungguh ini ngomong ke saya, tidak mungkin swasembada itu. ""Amran itu hati-hati, amran itu kadang-kadang banyak janjinya saja.""Tetapi hari ini, Saudara-saudara sekalian, Saudara Andi Amran Sulaiman saya beri bintang jasa utama.",233,OK,True,,Kedaulatan pangan dan swasembada,Persatuan nasional dan kepercayaan diri bangsa,Reformasi birokrasi dan efisiensi negara,Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,5,0.21713039060279096,5_swasembada_amran_harga_tokoh,False
SPCH_002_PANEN_RAYA_CHK_011,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,2026-01-07,id,11,"""Amran itu hati-hati, amran itu kadang-kadang banyak janjinya saja.""Tetapi hari ini, Saudara-saudara sekalian, Saudara Andi Amran Sulaiman saya beri bintang jasa utama. Dia bersama kalian, jajaran kalian semua ini, semua kalian telah mengamankan masa depan bangsa Indonesia. Dan, saya percaya habis ini kita tidak akan bisa diberhentikan. Saya melihat tadi produk-produk hilirisasi, produk-produk dari pertanian luar biasa. Saudara-saudara, Nanti dengan swasembada pangan dimana-mana, tidak hanya beras tetapi jagung saya dijanjikan oleh Pak Amran, oleh Wakil Menteri Pertanian, didukung oleh TNI dan Polri, dijanjikan bahwa jagung pun kita dalam waktu dekat akan swasembada. Pakan akan murah untuk seluruh peternak dan petani, kita akan turunkan harga pakan. Kita sudah turunkan harga pupuk, kalau bisa kita turunkan lagi harga pupuk, Saudara-saudara sekalian. Saya ingin jadi presiden, saya ingin jadi presiden, prestasi saya yang saya idam-idamkan kalau saya bisa jadi presiden di mana harga-harga turun, harga pangan turun, harga pupuk turun, harga benih turun, harga untuk rakyat-rakyat kita turun terjangkau di semua bidang. Saya ingin nanti anak-anak petani kembali anak-anaknya bisa sekolah tinggi, anak-anaknya bisa jadi insinyur, anak-anaknya bisa jadi dokter, anak-anaknya bisa jadi jenderal seperti sekarang itu Menteri Pertanian-mu anaknya petani, Wakil Menteri Pertanian-mu anaknya petani, sekarang jadi Menteri dan jadi Wakil Menteri. Kalau dia itu petani asli, mereka ini, kulitnya hitam enggak ada petani yang benar kulitnya putih, yang kulitnya putih itu bintang film atau penyanyi, penyanyi band.",227,OK,True,,Kedaulatan pangan dan swasembada,"Kesehatan, gizi, dan perlindungan sosial",Pemerataan kesejahteraan dan pengentasan kemiskinan,Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,5,1.0,5_swasembada_amran_harga_tokoh,False
SPCH_002_PANEN_RAYA_CHK_012,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,2026-01-07,id,12,"Kalau dia itu petani asli, mereka ini, kulitnya hitam enggak ada petani yang benar kulitnya putih, yang kulitnya putih itu bintang film atau penyanyi, penyanyi band. Memang Menteri Pertanian dan Wakil Menteri Pertanian ini cocok, cocok itu, kalau berjalan itu, kalau berjalan itu serasi, nomor 1 dan nomor 2, sama-sama hitam. Kalau malam gelap itu enggak kelihatan itu, hanya giginya yang kelihatan kalau senyum. Saudara-saudara, Tetapi saya bangga dengan kalian, ya. Hari ini bahagia bagi saya, bahagia, saya senang sekali. Dan, saya melihat tadi penuh harapan, penuh keyakinan. Kalau banyak tokoh nyinyir mengatakan kita tidak bisa swasembada pangan, hari ini kita buktikan kita swasembada pangan. Sekarang setelah kita swasembada pangan, saya dengar lagi, ""Oh iya, tetapi paling swasembada pangannya paling setahun, dua tahun.""Enggak apa-apa kita buktikan tiap tahun kita buktikan swasembada, swasembada, swasembada, swasembada, swasembada, swasembada, tidak hanya swasembada beras [tetapi] jagung, singkong, semuanya kita swasembada nanti, bawang putih kita harus swasembada. Saudara-saudara, Ternak, ikan, semuanya kita akan produksi besar-besaran, kita akan buka ribuan desa-desa nelayan, kita akan buka ratusan budi daya ikan. Saudara-saudara sekalian, rakyat kita, anak-anak kita harus makan protein yang banyak, dia harus tumbuh kuat, tumbuh pintar dan tumbuh menjadi masa depan Indonesia yang hebat. Saudara-saudara sekalian, Ini rencana besar kita, ini hari ini saya sungguh terima kasih, hari ini saya merasa dapat dorongan, saya merasa dapat kekuatan energi, saya merasa sepertinya menjadi 30 tahun lebih muda, karena saya melihat tadi penghasilan petani kita naik.",239,OK,True,,Kedaulatan pangan dan swasembada,"Koperasi, desa, dan ekonomi akar rumput","Kesehatan, gizi, dan perlindungan sosial",Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,5,1.0,5_swasembada_amran_harga_tokoh,False
SPCH_002_PANEN_RAYA_CHK_013,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,2026-01-07,id,13,"Ini rencana besar kita, ini hari ini saya sungguh terima kasih, hari ini saya merasa dapat dorongan, saya merasa dapat kekuatan energi, saya merasa sepertinya menjadi 30 tahun lebih muda, karena saya melihat tadi penghasilan petani kita naik. Dan, saya juga dapat laporan dari Menteri Kelautan, Menteri Kelautan ada? Hasil daripada nelayan-nelayan kita juga naik dan di tahun-tahun mendatang akan lebih naik lagi. Tahun 2026 ini kita targetkan 1.100 desa nelayan, tahun-tahun depan mungkin lebih banyak lagi. Hari ini kita sudah memberi makan bergizi gratis 55 juta anak Indonesia, 55 juta dalam satu tahun, belum ada bangsa lain yang bisa seperti kita, Saudara-saudara. Walaupun terus kita dinyinyir tidak ada apa-apa, yang penting kita bekerja untuk rakyat. Tadi waktu saya datang, rakyat banyak juga yang teriak, ""Pak, desa kami belum terima MBG."" Saya minta maaf kemampuan kita tetapi insyaallah tahun 2026 ini seluruh desa di Indonesia akan menerima MBG. Sasaran kita Desember 2026 semua desa mendapatkan MBG, mudah-mudahan bisa lebih cepat tetapi Desember kita harus semua anak Indonesia dan semua ibu hamil dan semua orang tua lansia juga kita beri makan. Saya kira mungkin bangsa Indonesia adalah bangsa nanti yang terbukti mengurus rakyatnya yang sebaik-baiknya, tetapi nah ada tetapinya, tetapi para pejabat, para pemimpin, rekan-rekan saya pembantu-pembantu saya saya minta dukunganmu mari kita bersatu, mari kita kompak. Kita melawan korupsi, kita berantas penyelewengan, kita tegakkan hukum, jangan ragu-ragu, jangan ragu-ragu.",230,OK,True,,"Kesehatan, gizi, dan perlindungan sosial",Anti-korupsi dan penegakan hukum,"Koperasi, desa, dan ekonomi akar rumput",Pembangunan sumber daya manusia,Pembangunan manusia dan keadilan sosial,REVIEWED,,3,0.4346065344891458,3_000_rice_years_000 murid,False
SPCH_002_PANEN_RAYA_CHK_014,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,2026-01-07,id,14,"Kita melawan korupsi, kita berantas penyelewengan, kita tegakkan hukum, jangan ragu-ragu, jangan ragu-ragu. Kita sudah mengawasi, sudah sita 4 juta hektare kebun kelapa sawit yang melanggar hukum sudah kita sita. Jampidsus benar? Jaksa Agung? Dan, tahun 2026 mungkin kita akan sita tambahan 4 atau 5 juta lagi. Kita sudah bertindak terhadap ratusan tambang ilegal, sudah ratusan triliun kita selamatkan, masih banyak yang bocor, terus kita kerja. Karena, Saudara-saudara, uang rakyat harus benar-benar harus dinikmati oleh seluruh rakyat Indonesia. Tidak boleh sepeser rupiah pun tidak sampai ke rakyat. Ini tekad saya sebagai presiden yang dilantik dan dipilih oleh rakyat, ini tugas Kabinet Merah Putih. Alhamdulillah, setelah satu tahun saya melihat kabinet yang saya pimpin bekerja saya bangga. Kerja sama kita cukup baik, kita sudah menjadi tim yang tidak menunggu perintah sudah mengerti, ibarat tim sepak bola masing-masing sudah mengerti tugasnya, yang striker, yang di tengah, yang bertahan, yang cadangan pun tahu menjadi cadangan yang baik, pada saatnya akan dimainkan. Saudara-saudara sekalian, Saya kira cukup yang ingin saya sampaikan, terima kasih. Hanya itu yang bisa saya sampaikan, tadi Menteri Pertanian [mengatakan], ""Terima kasih, terima kasih, terima kasih"", beliau sudah mewakili saya, tetapi saya sampaikan penghargaan terima kasih kepada saya secara garis besar kepada semua, semua Gubernur, semua Bupati, semua pemimpin, saya tidak mandang partai mana, kelompok mana, tidak ada. Saya ndak tanya, saya enggak mau tahu, kita semua putra merah putih, kita semua anak bangsa Indonesia.",234,OK,True,,Anti-korupsi dan penegakan hukum,Persatuan nasional dan kepercayaan diri bangsa,Pemerataan kesejahteraan dan pengentasan kemiskinan,Tata kelola pemerintahan dan rule of law,Reformasi tata kelola dan penegakan hukum,REVIEWED,,10,1.0,10_sudah_proyek_mengerti_juta,False
SPCH_002_PANEN_RAYA_CHK_015,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,2026-01-07,id,15,"Saya ndak tanya, saya enggak mau tahu, kita semua putra merah putih, kita semua anak bangsa Indonesia. Persaingan baik, enggak ada urusan, bertanding bagus, masa mau bertanding, enggak ada lawan tanding, enggak seru dong, benar. Kita mau lomba 100 meter, lari sendiri enggak ada lawannya, enggak lucu itu, ya kan? Itu dagelan namanya itu. Enggak apa-apa, tetapi bersaing tujuannya sama, begitu siapapun yang menang harus bekerja, harus membela rakyat, harus bekerja sesungguhnya untuk rakyat Indonesia. Jangan berkuasa habis itu menjual diri, iya kan? Aku satu tahun saja jadi Presiden geleng-geleng kepala juga saya, berapa kali saya mau disogok, bolak-balik datang minta ini, minta itu. Tegakkan peraturan, tegakkan sesuai dengan kepentingan dan negara, saya ndak ikut yang lain-lain. Kemarin, saya dikasih daftar. Pak, ini daftar sekian puluh perusahaan yang melanggar yang mau dicabut izinnya, silakan Bapak pelajari. Saya bilang, ""Saya enggak mau, saya enggak mau lihat itu, karena saya takut ada teman saya di situ."" Iya kan?"" Enggak enak, bisa terpengaruh saya. Begitu lihat daftar, oh teman saya, begitu lihat eh ini Gerindra lagi. Jadi lebih baik saya enggak lihat, saya enggak mau tahu. Jadi kalau yang dicabut ya salahkan saja Jaksa Agung, iya kan? Memang kalian Menteri-menteri kalian diangkat iya kan, kalian diangkat untuk ya untuk dihujat, enggak apa-apa. Saya enggak mau baca karena saya tidak mau terpengaruh. Kemarin ada Menteri [mengatakan], ""Pak, pak, tolong di baca ini Pak, ini ada nama-namanya."" Eh, jangan-jangan.",234,OK,True,,Persatuan nasional dan kepercayaan diri bangsa,Pemerataan kesejahteraan dan pengentasan kemiskinan,"Kesehatan, gizi, dan perlindungan sosial",Identitas nasional dan kepemimpinan,Kedaulatan dan kemandirian nasional,REVIEWED,,4,0.20542578134163247,4_kemerdekaan_dia_perang_mau,False
SPCH_002_PANEN_RAYA_CHK_016,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,2026-01-07,id,16,"Kemarin ada Menteri [mengatakan], ""Pak, pak, tolong di baca ini Pak, ini ada nama-namanya."" Eh, jangan-jangan. Saya takut ada teman saya di situ atau ada anggota Gerindra, kalau sekarang saya bilang saya enggak tahu, saya serahkan ke aparat penegak hukum. Mereka tanya ""Pak, apa petunjuk?"", yang melanggar tindak, sederhana. Bahasa Indonesia enggak usah ditafsirkan. Undang-Undang Dasar 1945 Pasal 33 jelas, enggak usah ada penerjemah: Bumi dan air dan semua kekayaan yang terkandung didalamnya dikuasai negara dan dipergunakan sebesar-besarnya untuk kemakmuran rakyat. Apa yang kurang jelas? Yang tidak paham keluar saja dari jabatan, segera mengundurkan diri, banyak yang bisa gantikan Saudara-saudara ya. Enggak usah takut. Anak-anak muda yang baik-baik itu mau berjuang untuk kebaikan. Jadi, Saudara-saudara, terima kasih pengabdianmu. Prestasi luar biasa ini membuat kita tambah percaya dari hasil menuju hasil, dari kemenangan menuju kemenangan-kemenangan baru. Kepercayaan diri kita mampu, Indonesia mampu, Indonesia cerah, Indonesia semangat, Indonesia makmur dan kemakmuran harus sungguh di tangan rakyat Indonesia. Saudara-saudara sekalian, Saya ini mantan tentara, prajurit, di tentara ada adab tentara, kebiasaan tentara, yaitu bawahan hormat atasan, itu, itu di Indonesia saja. Di beberapa negara, atasan dan bawahan hormat bersamaan. Tetapi, saya punya dari sejak muda saya memimpin pasukan tempur, saya punya kebiasaan. Kadang-kadang saya memimpin pasukan saya dengan keras, tapi akhirnya mendapat keberhasilan dan akhirnya saya menjadi kagum dan bangga dengan anak buah saya, dan akhirnya saya yang hormat mereka duluan.",228,OK,True,,"Kesehatan, gizi, dan perlindungan sosial",Pemerataan kesejahteraan dan pengentasan kemiskinan,Anti-korupsi dan penegakan hukum,Pembangunan sumber daya manusia,Pembangunan manusia dan keadilan sosial,REVIEWED,,0,0.3961588444699917,0_bupati_hadir_menteri_hormati,False
SPCH_002_PANEN_RAYA_CHK_017,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,2026-01-07,id,17,"Kadang-kadang saya memimpin pasukan saya dengan keras, tapi akhirnya mendapat keberhasilan dan akhirnya saya menjadi kagum dan bangga dengan anak buah saya, dan akhirnya saya yang hormat mereka duluan. Saudara-saudara sekalian, Izinkanlah saya mengikuti naluri saya, mengikuti kebiasaan saya dari sejak muda. Izinkan saya hormat kepada seluruh dari kalian yang telah berjuang mengabdi sehingga kita swasembada pangan. Terima kasih. Wassalamu'alaikum warahmatullahi wabarakatuh. Salam sejahtera bagi kita sekalian, Syalom, Salve, Om santi santi santi om, Namo Buddhaya, Salam kebajikan. Merdeka! Merdeka! Merdeka! Hidup Petani! Petani Makmur! Indonesia Sejahtera ! Indonesia Maju! Terima kasih. Selamat Berjuang! Dengan mengucap bismillahirrahmanirrahim, pada pagi hari ini, hari Rabu tanggal 7 Januari 2026, saya Prabowo Subianto, Presiden Republik Indonesia, dengan ini mengumumkan telah tercapainya swasembada pangan tahun 2025 bagi seluruh bangsa Indonesia. Terima kasih.",127,OK,True,,Kedaulatan pangan dan swasembada,Persatuan nasional dan kepercayaan diri bangsa,"Kesehatan, gizi, dan perlindungan sosial",Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,0,0.5584415962034459,0_bupati_hadir_menteri_hormati,False
SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI_CHK_001,SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI,NASKAH-PIDATO-PRABOWO-PERESMIAN-INFRASTRUKTUR-ENERGI.txt,Peresmian Infrastruktur Energi,national,,id,1,"Bismillahirrahmanirrahim. Assalamu'alaikum warahmatullahi wabarakatuh, Selamat sore, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan. Yang saya hormati Menteri Energi dan Sumber Daya Mineral (ESDM) Saudara Bahlil Lahadalia, Direktur Utama PT Pertamina Saudara Simon Aloysius Mantiri beserta jajaran direksi Pertamina, Komisaris Utama PT Pertamina Mochamad Iriawan dengan semua jajaran komisaris yang hadir, Ketua Badan Pemeriksa Keuangan Republik Indonesia Saudari Isma Yatun yang saya hormati. Para Ketua Komisi DPR RI: Ketua Komisi VI Saudari Anggia Erma Rini beserta jajaran Komisi VI yang hadir, Ketua Komisi XII Saudara Bambang Patijaya beserta jajaran Komisi XII yang hadir; Para Menteri dan Wakil Menteri Kabinet Merah Putih yang hadir. Menko Infrastruktur dan Pembangunan Kewilayahan Saudara Agus Harimurti Yudhoyono, Menteri Luar Negeri Saudara Sugiono, Menteri Sekretaris Negara Saudara Prasetyo Hadi, Panglima Tentara Nasional Indonesia Jenderal TNI Agus Subiyanto, Kapolri Jenderal Polisi Listyo Sigit Prabowo, Kepala Badan Pengendalian Pembangunan dan Investigasi Khusus Saudara Aris Marsudiyanto, Sekretaris Kabinet RI Letnan Kolonel Infantri Teddy Indra Wijaya, Kepala Badan Komunikasi Pemerintah Saudara Angga Raka Prabowo, Wakil Menteri Investasi Saudara Todotua Pasaribu. Coba dicatat, tidak hadir. Yang saya hormati Gubernur Kalimantan Timur Saudara Rudy Mas'ud beserta Forkopimda (Forum Koordinasi Pimpinan Daerah) Provinsi Kalimantan Timur. Saya lihat hadir Panglima, Pangdam (Panglima Komando Daerah Militer), Kapolda juga hadir dengan anggota, Kepala Kejaksaan, dan anggota Forkopimda yang lain. Wali Kota Balikpapan, tadi Saudara Rudy adalah Gubernur, Saudara Rahmad Wali Kota.",230,OK,True,,Kedaulatan energi dan pengelolaan sumber daya,Reformasi birokrasi dan efisiensi negara,Persatuan nasional dan kepercayaan diri bangsa,Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,0,1.0,0_bupati_hadir_menteri_hormati,False
SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI_CHK_002,SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI,NASKAH-PIDATO-PRABOWO-PERESMIAN-INFRASTRUKTUR-ENERGI.txt,Peresmian Infrastruktur Energi,national,,id,2,"Wali Kota Balikpapan, tadi Saudara Rudy adalah Gubernur, Saudara Rahmad Wali Kota. Ini saudara ini? Kakak adik? Kakak adik, ya. Tidak apa-apa asal dipilih benar, ya. Wakil Gubernur hadir? Wakil Gubernur? Ini soalnya orang Gerindra di sini ini. Jangan Golkar saja. Friend, friend, kita friend. Hadir juga saya dicatat di sini Sultan Kutai Kartanegara Ing Martadipura Sultan Aji Muhammad Arifin. Hadir? Yang Mulia. Sultan, kok, ditaruh di belakang? Di depan. Yang saya hormati dan banggakan para tokoh masyarakat, tokoh agama, serta seluruh hadirin undangan, rekan-rekan pers dan media yang turut hadir. Saudara-saudara sekalian, Tentunya kita selalu memanjatkan puji syukur ke hadirat Tuhan Mahabesar, Mahakuasa, yang memiliki sekalian alam, hanya kepadaNya lah kita berdoa dan hanya kepadaNya lah kita meminta pertolongan. Kita bersyukur atas segala karunia, kebaikan, kedamaian yang masih diberikan kepada kita, atas segala kesehatan diberikan kepada kita sehingga kita dapat berkumpul di sore hari ini untuk melaksanakan suatu acara yang bersejarah, yaitu Peresmian Infrastruktur Energi Terintegrasi Pertamina Refinery Development Master Plan (RDMP) Balikpapan. Tadi kita sudah disebut bahwa acara seperti ini pernah dilakukan tahun '94, berarti 32 tahun yang lalu. Ya, lumayan, ya, cukup bersejarah. Tentunya saya menyambut bahagia dan merasa sangat bangga atas yang kita hasilkan hari ini dengan peresmian ini, dan saya ucapkan terima kasih kepada semua unsur, semua pihak, semua jajaran personalia yang bekerja keras sehingga kita berhasil mencapai hal ini.",225,OK,True,,Kedaulatan energi dan pengelolaan sumber daya,"Kesehatan, gizi, dan perlindungan sosial",,Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,0,0.5032792973071735,0_bupati_hadir_menteri_hormati,False
SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI_CHK_003,SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI,NASKAH-PIDATO-PRABOWO-PERESMIAN-INFRASTRUKTUR-ENERGI.txt,Peresmian Infrastruktur Energi,national,,id,3,"Tentunya saya menyambut bahagia dan merasa sangat bangga atas yang kita hasilkan hari ini dengan peresmian ini, dan saya ucapkan terima kasih kepada semua unsur, semua pihak, semua jajaran personalia yang bekerja keras sehingga kita berhasil mencapai hal ini. Para insinyur, para pekerja, aparat keamanan, pemerintah daerah, manajemen, dan masyarakat Balikpapan serta Kalimantan Timur. Ini adalah prestasi yang sangat penting bagi negara dan bangsa. Kita mengerti bahwa peradaban modern itu tergantung hal-hal yang esensial bagi berdirinya sebuah negara merdeka. Tentunya pertama, negara merdeka harus bisa menghasilkan pangannya sendiri. Ini sangat mendasar. Tidak masuk akal suatu negara ingin merdeka kalau tergantung makan dari luar negara tersebut, dan ini harus kita yakini. Yang kedua, selain pangan, energi juga harus bisa kita hasilkan sendiri. Dan, alhamdulillah sebenarnya bangsa Indonesia dibeli karunia yang luar biasa dari Yang Maha Kuasa, kita punya sumber-sumber energi yang sangat besar. Cadangan batu bara kita salah satu yang terbesar di dunia. Kita juga punya kemampuan menghasilkan energi dari tanaman, dari kelapa sawit kita bisa hasilkan solar, diesel, biodiesel. Dari, dari batu bara kita bisa hasilkan gas, kita juga bisa hasilkan bensin, kita bisa hasilkan produk-produk energi lainnya. Kita bisa produksi DMA (dimetilasetamida) yang merupakan bisa menggantikan impor LPG kita dari luar. Kita juga punya geotermal terbesar di dunia yang belum kita manfaatkan secara maksimal. Juga kemampuan kita di energi dari air dan juga, Saudara-saudara, ke depan kita juga akan mengembangkan tenaga surya dengan panel-panel kita akan elektrifikasi sehingga kita sungguh-sungguh dapat menghasilkan energi kita sendiri.",246,OK,True,,Kedaulatan energi dan pengelolaan sumber daya,Persatuan nasional dan kepercayaan diri bangsa,Reformasi birokrasi dan efisiensi negara,Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,2,0.22445464330934936,2_energi_menghasilkan_kesulitan_hasilkan,False
SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI_CHK_004,SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI,NASKAH-PIDATO-PRABOWO-PERESMIAN-INFRASTRUKTUR-ENERGI.txt,Peresmian Infrastruktur Energi,national,,id,4,"Juga kemampuan kita di energi dari air dan juga, Saudara-saudara, ke depan kita juga akan mengembangkan tenaga surya dengan panel-panel kita akan elektrifikasi sehingga kita sungguh-sungguh dapat menghasilkan energi kita sendiri. Tidak perlu kita impor energi dari luar. Ini sasaran kita. Kita harapkan dalam lima tahun kita bisa mencapai ini, tapi tidak ada masalah kalau tidak lima tahun, tahun keenam, kalau tidak tahun keenam, tahun ketujuh, yang penting kita harus menuju ke situ. Tapi, siapa tahu dengan kerja keras kita bisa menghasilkan lebih cepat. Sebagai contoh, waktu saya mengambil alih kepimpinan nasional setelah saya menerima mandat dari rakyat, saya dilantik tanggal 20 Oktober, saya beri target kepada tim saya untuk swasembada beras dalam waktu empat tahun. Ternyata kita berhasil dalam satu tahun. Ini sesuatu yang tidak diduga-duga oleh siapapun. Ini hasil kerja keras daripada tim kita. Dari sinergi kabinet yang saya pimpin. K/L-K/L (kementerian/lembaga) bekerja sama, semuanya. Kita memangkas regulasi yang tidak masuk akal. Dulu pupuk sulit, langka, para petani menjerit. Pabrik pupuk milik negara. Pupuk kita subsidi, tetapi sampai ke petani sangat sulit. Waktu itu ada 145 peraturan, 145 peraturan. Ada 11 K/L yang harus menyetujui, harus juga tanda tangan gubernur dan bupati. Jadi dari pabrik sampai ke petani mungkin dibutuhkan 13 tanda tangan. Bayangkan. Kita hilangkan itu semua, 145 peraturan kita hapus, dan sekarang tidak perlu 13 tanda tangan.",225,OK,True,,Kedaulatan pangan dan swasembada,Reformasi birokrasi dan efisiensi negara,Kedaulatan energi dan pengelolaan sumber daya,Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,2,1.0,2_energi_menghasilkan_kesulitan_hasilkan,False
SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI_CHK_005,SPCH_003_PERESMIAN_INFRASTRUKTUR_ENERGI,NASKAH-PIDATO-PRABOWO-PERESMIAN-INFRASTRUKTUR-ENERGI.txt,Peresmian Infrastruktur Energi,national,,id,5,"Kita hilangkan itu semua, 145 peraturan kita hapus, dan sekarang tidak perlu 13 tanda tangan. Cukup satu tanda tangan, satu instruksi. Kemudian pupuk itu langsung ke petani dan petani tidak perlu pakai macam-macam. Cukup kartu penduduk, cukup disetujui oleh kepala desa, benar dia petani di sini. Dan, akhirnya kita berhasil. Pertama kali dalam sejarah bangsa kita, kita berhasil menurunkan harga pupuk sebesar 20 persen. Sesungguhnya Menteri Pertanian melaporkan bisa menurunkan 25 persen. Tapi saya kasih tahu biarlah pabrik dapat keuntungan lima persen sehingga kita turunkan cukup 20 persen. Tetapi petani sudah sangat terima kasih. Dan, walaupun kita turunkan harga, ternyata volume pupuk naik 700 ribu ton. Jadi, petani sekarang harga terjangkau, barang ada. Ini contoh. Sekarang juga perberasan. Perberasan, petani-petani beras sekarang penghasilannya naik. Nilai tukar petani naik, dari 106 jadi 125, tertinggi selama sejarah Republik Indonesia. Cadangan kita juga tertinggi, produksi kita, beras kita tertinggi selama sejarah Republik Indonesia. Saya kira harus diakui prestasi dan pekerjaan daripada tim ekonomi kita, tim pertanian kita. Membanggakan, ya. Dan ini bukan kita, apa, menepuk dada, tapi ini harus kita lakukan. Kita harus jadi bangsa yang percaya diri. Kita harus jadi bangsa yang bangga dengan prestasi kita. Kita tidak boleh jadi bangsa yang rendah diri. Bangsa yang selalu merasa kalah, merasa selalu tidak mampu bersaing sama bangsa lain. Kita tidak boleh. Di setiap bidang kehidupan, kita harus menjadi bangsa yang kuat, bangsa yang percaya diri, bangsa yang mampu berdiri di atas kaki kita sendiri.",241,OK,True,,Persatuan nasional dan kepercayaan diri bangsa,Kedaulatan pangan dan swasembada,"Koperasi, desa, dan ekonomi akar rumput",Identitas nasional dan kepemimpinan,Kedaulatan dan kemandirian nasional,REVIEWED,,12,1.0,12_persen_sekarang_jadi bangsa_selama,False
