Topic,Count,Name,Representation,Representative_Docs,auto_topic_label,interpreted_topic_label,interpretation_notes
-1,2,-1_melindungi_ancaman_melindungi ancaman_pertumbuhan,"['melindungi', 'ancaman', 'melindungi ancaman', 'pertumbuhan', 'merdeka', 'who save', 'berani melihat', 'tujuan', 'from', 'kesejahteraan']","['Nah, ini teori, tapi kenyataannya menetesnya kapan sampai ke bawah? Jangan-jangan menetesnya 300 tahun, kita sudah mati semua. Ini menurut saya, tidak tepat untuk kita, untuk negara seperti kita, yang pernah dijajah, yang merdeka karena perjuangan, merdeka karena ratusan tahun perjuangan, di mana waktu kita merdeka, ya, sebagian besar rakyat kita, ya, tidak punya apa-apa. Kemudian kita bangun, bagus pertumbuhan, ternyata kalau kita hanya mengejar pertumbuhan, dan tidak melihat, tidak berani melihat, pertumbuhan ini benar-benar dirasakan enggak oleh rakyat yang paling bawah? Nah, di situ, disitu tugas para pemimpin. Kita harus berani melihat, kita harus berani melihat kekurangan kita, dan kita harus ambil langkah. Langkah kita harus berani. Saudara-saudara, Pertumbuhan harus disertai oleh pemerataan suatu sistem yang tidak cepat. Mengusahakan, mengupayakan pemerataan, sistem itu kurang bermanfaat bagi sebuah bangsa. Saya ingatkan Saudara-saudara sekalian, tujuan bernegara kita, tujuan kita merdeka adalah untuk membawa kesejahteraan, kehidupan yang lebih baik untuk seluruh rakyat Indonesia. Berkali-kali, pendiri-pendiri bangsa kita menggarisbawahi itu, ada dalam Pembukaan Undang-Undang Dasar 1945. Kita harus memajukan kesejahteraan umum, dan juga, yang pertama kita melindungi segenap tumpah darah Indonesia. Melindungi apa? Melindungi dari mana? Melindungi dari ancaman. Ancaman apa? Melindungi dari ancaman kelaparan, melindungi dari ancaman kemiskinan, melindungi dari ancaman penderitaan, melindungi dari ancaman penyakit, ini tujuan kita merdeka. Untuk apa kita merdeka? Kita punya lagu kebangsaan, apa lagu kebangsaan itu hanya untuk dinyanyikan?', 'We aim to achieve net zero emission by 2060 and we are very confident we can achieve net zero emission much earlier. We aim to reforest more than 12 million hectares of degraded forest, to reduce forest degradation, to empower local communities with quality green jobs for the future. Indonesia is shifting decisively from fossil fuel based development towards renewable based development. From next year, most of our additional power generation capacity will come from renewables. Our goal is clear: To lift all of our citizens out of poverty and make Indonesia a hub for solutions to food, energy, and water security. Madam President, excellencies, We live in a time when hatred and violence can seem to be the loudest voices. But beneath this loud noise lies a quieter truth: That every person longs to be safe, to be respected, to be loved, and to leave a better world to their children. Our children are watching. They are learning leadership not from textbooks, but from our choices. Today, still, a catastrophic situation in Gaza is unfolding before our eyes. At this very moment, the innocent are crying for help [and] are crying to be saved. Who will save them? Who will save the innocent. Who will save the old and women? Millions are facing danger at this very moment, as we sit here.']",Outlier / tidak terklaster,,
0,13,0_bupati_hadir_menteri_hormati,"['bupati', 'hadir', 'menteri', 'hormati', 'wali kota', 'wali', 'saudari', 'gubernur', 'kota', 'kepala']","[""Bismillahirrahmanirrahim. Assalamu'alaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan, Rahayu, rahayu. Yang saya hormati, Menteri Pertanian sebagai penyelenggara Saudara Andi Amran Sulaiman beserta jajaran Kementerian Pertanian; Menteri Koordinator Pangan Saudara Zulkifli Hasan, para Menteri, Kepala Badan, Jaksa Agung, Kapolri, Wakil Panglima TNI, para Kepala Staf Angkatan; Kepala BRIN yang saya hormati; Kepala Perum Bulog Letnan Jenderal TNI (Purn.) Ahmad Rizal Ramdhani yang saya hormati; Wakil Menteri Pertanian Saudara Sudaryono yang merangkap Ketua Umum HKTI, Ketua Umum APPSI, masih? Ketua Umum TNI Merdeka, banyak sekali kau [menjabat] ketua umum? Ketua Komisi IV DPR RI, yang saya hormati Saudari Siti Hediati Soeharto, tepuk tangannya kok panjang banget? Para Kepala Daerah yang hadir langsung dan para Kepala Daerah yang tidak hadir tetapi lewat online. Yang hadir langsung di sini Gubernur Jawa Barat Saudara Dedi Mulyadi (KDM), Gubernur Jawa Timur Saudara Khofifah Indar Parawansa, Gubernur Sumatra Selatan Saudara Herman Deru, Gubernur Sulawesi Selatan Saudara Andi Sudirman Sulaiman, Gubernur Sumatra Utara Saudara Bobby Afif Nasution, Bupati Karawang Saudara Aep Syaepuloh, para Gubernur/Bupati/Wali Kota yang hadir melalui online yang saya hormati dan saya banggakan, yang hadir secara virtual; Yang saya hormati, para Dirut BUMN yang berkenan hadir di sini sekarang, juga para asosiasi yang hadir [diantaranya] Perhimpunan Insan Perunggasan Rakyat Indonesia (PINSAR), Gabungan Pengusaha Makanan Ternak (GPMT), Asosiasi Perbenihan Indonesia, Ketua Kolaborasi Strategis Penggilingan Indonesia, Asosiasi Penggilingan Padi, Masyarakat Perbenihan dan Pembibitan Indonesia, Asosiasi Pedagang dan Produsen Jagung Indonesia, Penyedia Katalog Elektronik Benih Padi Indonesia, Gabungan Pengusaha Kelapa Sawit Indonesia, Asosiasi Petani Tebu Republik Indonesia, Perhimpunan Agronomi Indonesia, Ketua Umum APTRI hadir?"", ""Dewi Setiani, Bupati Sumedang Saudara Dony Ahmad Munir, Bupati Kuningan Saudara Dian Rachmat Yanuar, Bupati Majalengka Saudara Eman Suherman, Bupati Wonosobo Saudara Agus Subagiyo, Bupati Cilacap Saudara Syamsul Auliya Rachman, Bupati Rembang Saudara Harno, Bupati Sragen Saudara Sigit Pamungkas, Bupati Katingan Saudara Saiful, Bupati Barito Kuala Saudara Bahrul Ilmi, Bupati Bua Lemo Saudara Rum Pagau, Bupati Pangkajene Kepulauan Saudara Muhammad Yusran Lalogau, Bupati Soppeng Saudara Suwardi Haseng, Bupati Buton Tengah Saudara Azhari, Bupati Maluku Tengah Saudara Zulkarnain Awat Amir, Bupati Bone Saudara Andi Asman Sulaiman, Wali Kota Bandar Lampung Saudari Eva Dwiana, Wali Kota Cirebon Saudara Effendi Edo, Wali Kota Kediri Saudari Vinanda Prameswari, Prameswati, sorry, ya, Wali Kota Blitar Saudara Syauqul Muhibbin, Wali Kota Pasuruan Saudara Adi Wibowo, Wali Kota Palangkaraya Saudara Fairid Naparin, Wali Kota Banjarbaru Saudari Erna Lisa Halaby. Menko-Menko yang hadir tadi, ya, Menteri Koordinator Pembangunan Manusia dan Kebudayaan Saudara Pratikno, tadi Saudara Muhaimin sudah tadi saya sebut, Menteri Sekretaris Negara, Prasetyo Hadi, Saudara Prasetyo Hadi, Menteri Luar Negeri Saudara Sugiono, Menteri Pendidikan Dasar dan Menengah Profesor Abdul Mu'ti, Menteri Pendidikan Tinggi, Sains, dan Teknologi Profesor Brian Yuliarto, Menteri Komunikasi dan Digital Saudara Meutya Viada Hafid, yang saya hormati Menteri Pekerjaan Umum Saudara Dody Hanggodo, Menteri Pendayagunaan Aparatur Negara dan Reformasi Bidokrasi Saudari Rini Widyantini, Menteri Pemberdayaan Perempuan dan Perlindungan Anak Saudari Arifah Choiri Fauzi, Menteri Perhubungan Saudara Dudy Purwagandhi."", ""Bismillahirrahmanirrahim, Assalamu'alaikum warahmatullahi wabarakatuh, Selamat pagi oh sudah selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan. Yang saya hormati, Menteri Sosial Saudara Saifullah Yusuf sebagai penyelenggara, Wakil Menteri Sosial Saudara Agus Jabo Priyono bersama seluruh jajaran Kementerian Sosial; Menteri Koordinator Pemberdayaan Masyarakat, Saudara Abdul Muhaimin Iskandar; Para menteri koordinator, para menteri, para kepala badan, Panglima TNI, Kapolri, serta seluruh anggota Kabinet Merah Putih, para wakil menteri, wakil kepala badan yang hadir, yang saya hormati; Para kepala daerah yang hadir, Gubernur Kalimantan Selatan Saudara Muhidin yang saya hormati, Gubernur Jawa Timur Saudari Khofifah Indar Parawansa yang saya hormati, Gubernur Jambi Saudara Al Haris yang saya hormati, Gubernur Sulawesi Tenggara Saudara Andi Sumangerukka, Gubernur Nusa Tenggara Timur Saudara Emanuel Melkiades Laka yang saya hormati; Gubernur Maluku Utara Saudari Sherly Tjoanda, kok yang tepuk tangan Gubernur Maluku Utara; Gubernur Nusa Tenggara Barat Saudara Lalu Muhamad Iqbal yang saya hormati. Para gubernur, para bupati, dan wali kota, mungkin yang hadir juga ini banyak sekali bupati, ini bupati yang hadir di sini, ya? Bupati Ogan Komering Ulu Saudara Teddy Meilwansyah, Bupati Kepulauan Anambas Saudara Aneng, Bupati Natuna Saudara Cen Sui Lan, Bupati Kaur Saudara Gusril Pausi, Bupati Lampung Selatan Saudara Radityo Egy Pratama, Bupati Lebak Saudara Moch. Hasbi Asyidiki Jayabaya, Bupati Pandeglang Saudari R. Dewi Setiani, Bupati Sumedang Saudara Dony Ahmad Munir, Bupati Kuningan Saudara Dian Rachmat Yanuar, Bupati Majalengka Saudara Eman Suherman, Bupati Wonosobo Saudara Agus Subagiyo, Bupati Cilacap Saudara Syamsul Auliya Rachman, Bupati Rembang Saudara Harno, Bupati Sragen Saudara Sigit Pamungkas, Bupati Katingan Saudara Saiful, Bupati Barito Kuala Saudara Bahrul Ilmi, Bupati Bua Lemo Saudara Rum Pagau, Bupati Pangkajene Kepulauan Saudara Muhammad Yusran Lalogau, Bupati Soppeng Saudara Suwardi Haseng, Bupati Buton Tengah Saudara Azhari, Bupati Maluku Tengah Saudara Zulkarnain Awat Amir, Bupati Bone Saudara Andi Asman Sulaiman, Wali Kota Bandar Lampung Saudari Eva Dwiana, Wali Kota Cirebon Saudara Effendi Edo, Wali Kota Kediri Saudari Vinanda Prameswari, Prameswati, sorry, ya, Wali Kota Blitar Saudara Syauqul Muhibbin, Wali Kota Pasuruan Saudara Adi Wibowo, Wali Kota Palangkaraya Saudara Fairid Naparin, Wali Kota Banjarbaru Saudari Erna Lisa Halaby.""]",bupati / hadir / menteri / hormati / wali kota,,
1,7,1_kampus_stability_growth_peace stability,"['kampus', 'stability', 'growth', 'peace stability', 'over', 'always', 'economy', 'it', 'did', 'dokter']","[""Human folly, fueled by fear, racism, hatred, oppression, and apartheid, threatens our common future. My country knows this pain. For centuries, Indonesians lived under colonial domination, oppression, and slavery. We were treated less than dogs in our own homeland. We Indonesians know what it means to be denied justice and what it means to live in apartheid, to live in poverty, and to be denied equal opportunity. We also knew what solidarity can do. In our struggle for independence, in our fight to overcome hunger, disease, and poverty, the United Nations stood with Indonesia and gave us vital assistance. Decisions made here based on human solidarity - by the Security Council and this Assembly - gave Indonesia independence international legitimacy, opened doors, and supported our early development through the efforts of UN Children's Fund (UNICEF), the UN Food and Agriculture Organization (FAO), the World Health Organization (WHO) and many many other UN institutions. And because of that, Indonesia today stands on the cusp of shared prosperity and greater equality and dignity. Madam President, excellencies, Our world is driven by conflict, injustice, and deepening uncertainty. Everyday we witness suffering, genocide, and a blatant disregard for international law and human decency. In the face of these challenges, we must not give up. As the United Nations Secretary General said, we cannot give up. We cannot surrender our hopes or our ideals."", ""We believe that trade integration when done fairly is not a threat to sovereignty. We believe trade is a tool for prosperity. Indonesia has a clear vision. We are determined to become a modern country, integrated with a global economy, providing good quality of life for its citizens, living free of poverty and hunger. But, we understand very well, this cannot be achieved by slogans alone. It requires determination, good governance, clean government, free of corruption and maleficence, and in the end, we must have efficient public administration. We must also enact a new culture in our bureaucracy. Our Government must serve the general good and must not entrench itself in collusion with greedy and rapacious economic players. Achieving our mission also requires smart investment in infrastructure, simplifying rules and regulations, getting rid of too much red tape, and of course significant investment in health and education. Distinguished Delegates, Friends, Economic growth requires a dynamic private sector. Indonesia is, and it will always be open for foreign and domestic investment. And, we realize the prerequisite for investment is political and economic stability. Also, the certainty of equitable rule of law, guaranteed by a strong, clean and democratic government. Indonesia today offers sustainable growth with stability. We may be very low key. We may be below the radar. We don't like to be flamboyant, to be bragging."", ""Distinguished President and CEO of the WEF, Mr. Borge Brende, Ladies and Gentlemen, Bismillahirrahmanirrahim, Assalamu'alaikum warahmatullahi wabarakatuh, Shalom, Salve, Om swastiastu. Ladies and Gentlemen, We gather here, in Davos, at a time of great uncertainty. A time when wars continue to break out. A time when trust between nations, between institutions, between peoples, is fragile. History teaches us peace and stability are our most valuable assets. Peace and stability are the ultimate prerequisites for growth and prosperity. There will be no prosperity without peace. Excellencies, Distinguished Delegates, The IMF recently described Indonesia as, I quote, a global bright spot with strong economic growth amid a challenging external environment. While the world had faced tightening financial conditions, trade tensions. and political uncertainty, Indonesia continues to grow. Indonesia's economy grew by more than 5 percent every year over the last decade and I'm confident that this year our growth will be higher. Our inflation remains at around 2 percent. Our government deficit is now cut below 3 percent of our GDP. International institutions did not praise us because of unfounded optimism, they did so because of evidence. They recognize that the Indonesia's economy is resilient. Our policies have been and will always be well calibrated. Peace and stability in Indonesia over the years did not happen by chance. Peace and stability in my country did not happen by luck.""]",kampus / stability / growth / peace stability / over,,
2,6,2_energi_menghasilkan_kesulitan_hasilkan,"['energi', 'menghasilkan', 'kesulitan', 'hasilkan', 'tergantung', 'tim', 'kemampuan', 'luar', 'bangsa', 'waktu']","['Juga kemampuan kita di energi dari air dan juga, Saudara-saudara, ke depan kita juga akan mengembangkan tenaga surya dengan panel-panel kita akan elektrifikasi sehingga kita sungguh-sungguh dapat menghasilkan energi kita sendiri. Tidak perlu kita impor energi dari luar. Ini sasaran kita. Kita harapkan dalam lima tahun kita bisa mencapai ini, tapi tidak ada masalah kalau tidak lima tahun, tahun keenam, kalau tidak tahun keenam, tahun ketujuh, yang penting kita harus menuju ke situ. Tapi, siapa tahu dengan kerja keras kita bisa menghasilkan lebih cepat. Sebagai contoh, waktu saya mengambil alih kepimpinan nasional setelah saya menerima mandat dari rakyat, saya dilantik tanggal 20 Oktober, saya beri target kepada tim saya untuk swasembada beras dalam waktu empat tahun. Ternyata kita berhasil dalam satu tahun. Ini sesuatu yang tidak diduga-duga oleh siapapun. Ini hasil kerja keras daripada tim kita. Dari sinergi kabinet yang saya pimpin. K/L-K/L (kementerian/lembaga) bekerja sama, semuanya. Kita memangkas regulasi yang tidak masuk akal. Dulu pupuk sulit, langka, para petani menjerit. Pabrik pupuk milik negara. Pupuk kita subsidi, tetapi sampai ke petani sangat sulit. Waktu itu ada 145 peraturan, 145 peraturan. Ada 11 K/L yang harus menyetujui, harus juga tanda tangan gubernur dan bupati. Jadi dari pabrik sampai ke petani mungkin dibutuhkan 13 tanda tangan. Bayangkan. Kita hilangkan itu semua, 145 peraturan kita hapus, dan sekarang tidak perlu 13 tanda tangan.', 'Siapa berani dia menang, berani berbuat. Sebelum berbuat, berani melihat keadaan yang sebenarnya. Berani melihat kesulitan, berani menghadapi kesulitan. Jangan lari dari kesulitan, jangan menutupi kesulitan. Lihat kesulitan, hadapi, atasi. Baru kita bangkit sebagai bangsa. Terima kasih. Cukup? Saudara-saudara, Karena saya harus ada acara lagi di Balikpapan, meresmikan suatu kilang, suatu modernisasi kilang minyak di Balikpapan. Dengan modernisasi kilang minyak ini, kita akan menghemat devisa yang banyak. Kita tidak perlu lagi impor-impor terlalu banyak BBM [bahan bakar minyak]. Saudara-saudara, Kita mengerti, masalah sudah mengerti. Tim saya sudah mengerti, tim saya bekerja keras. Kita hadapi, ada bencana, kita atasi, ya, kan? Ada kesulitan kita atasi. Terima kasih, tim saya semuanya. Di depan rakyat, saya mengatakan, saya bangga dengan prestasi tim saya, dan saya percaya, kita dalam bulan-bulan akan datang, kita akan beri terus-menerus bukti hasil prestasi kepada rakyat Indonesia dalam minggu-minggu, bulan-bulan, dan tahun-tahun mendatang. Tentunya, kami, saya, tidak punya tongkat Nabi Musa. Saya juga tidak punya tongkat Nabi Sulaiman. Tidak bisa seketika. Tapi insyaallah, setapak demi setapak, kita bekerja dengan cepat. Perjalanan seribu kilometer dimulai dengan satu langkah dan kita sudah berbuat banyak langkah, Saudara-saudara sekalian. Makan Bergizi Gratis (MBG) hari ini, kalau tidak salah, sudah mencapai 58 juta, 58 juta penerima manfaat, 58 juta anak-anak, ibu-ibu hamil, dan lansia menerima makan tiap hari, tiap hari sekolah, ya. Tapi kalau yang ibu-ibu hamil, tujuh hari diberi.', 'Tentunya saya menyambut bahagia dan merasa sangat bangga atas yang kita hasilkan hari ini dengan peresmian ini, dan saya ucapkan terima kasih kepada semua unsur, semua pihak, semua jajaran personalia yang bekerja keras sehingga kita berhasil mencapai hal ini. Para insinyur, para pekerja, aparat keamanan, pemerintah daerah, manajemen, dan masyarakat Balikpapan serta Kalimantan Timur. Ini adalah prestasi yang sangat penting bagi negara dan bangsa. Kita mengerti bahwa peradaban modern itu tergantung hal-hal yang esensial bagi berdirinya sebuah negara merdeka. Tentunya pertama, negara merdeka harus bisa menghasilkan pangannya sendiri. Ini sangat mendasar. Tidak masuk akal suatu negara ingin merdeka kalau tergantung makan dari luar negara tersebut, dan ini harus kita yakini. Yang kedua, selain pangan, energi juga harus bisa kita hasilkan sendiri. Dan, alhamdulillah sebenarnya bangsa Indonesia dibeli karunia yang luar biasa dari Yang Maha Kuasa, kita punya sumber-sumber energi yang sangat besar. Cadangan batu bara kita salah satu yang terbesar di dunia. Kita juga punya kemampuan menghasilkan energi dari tanaman, dari kelapa sawit kita bisa hasilkan solar, diesel, biodiesel. Dari, dari batu bara kita bisa hasilkan gas, kita juga bisa hasilkan bensin, kita bisa hasilkan produk-produk energi lainnya. Kita bisa produksi DMA (dimetilasetamida) yang merupakan bisa menggantikan impor LPG kita dari luar. Kita juga punya geotermal terbesar di dunia yang belum kita manfaatkan secara maksimal. Juga kemampuan kita di energi dari air dan juga, Saudara-saudara, ke depan kita juga akan mengembangkan tenaga surya dengan panel-panel kita akan elektrifikasi sehingga kita sungguh-sungguh dapat menghasilkan energi kita sendiri.']",energi / menghasilkan / kesulitan / hasilkan / tergantung,,
3,6,3_000_rice_years_000 murid,"['000', 'rice', 'years', '000 murid', '83', '83 000', 'sasaran', 'villages', 'reach', 'murid']","[""We choose to answer these challenges directly at home and to help abroad whenever we can. This year, Indonesia recorded the highest rice production and grain reserves in our history. We are now self‐sufficient in rice and we are starting now to export rice to other nations in need, including providing rice for Palestine. We are building resilient food supply chains, strengthening farmer productivity, investing in climate‐smart agriculture to ensure food security for our children and for the children of the world. We are confident in a few years time, Indonesia will be the granary of the world. As the world's largest island state, we testify before you that we are already experiencing the direct consequences of climate change, particularly the threat of rising sea levels. The sea level on the North Coast of our capital city is increasing by five centimeters every year. Can you imagine in 10 years? Can you imagine in 20 years? For this, we are forced to build a giant sea wall 480 kilometers in length. It will take us maybe 20 years, but we have no choice. We have to start now. Therefore we choose to confront climate change - not by slogans, but by immediate steps. We are committed to meeting our 2015 Paris Agreement obligations. We aim to achieve net zero emission by 2060 and we are very confident we can achieve net zero emission much earlier."", 'To put this in the context I mentioned, I think McDonald\'s started the first kitchen in 1940, to reach 68 million it took them what 50, 55 decades more. We will reach 82.9 [millions] I hope by the end of December 2026. But my people said, ""No, Sir, we will reach 82.9 [millions] before December."" So, hopefully, we will achieve this. In addition to strengthening our children, our free meals strengthen our economy. More than 61,000 micro, small and medium enterprises, and cooperatives are now a part of this supply chain. We are creating more than 600,000 jobs, just at the kitchens. At its peak, we are optimistic it will reach 1.5 million direct jobs. With vendors, with suppliers, there will be another more than 1 million livelihoods embraced and improved. This is why I\'m convinced that our growth will reach impressive numbers. Our social policies must expand productivity and produce growth. Today, 70 million Indonesians receive free medical checkups and they will receive free medical checkups once a year for the rest of their lives. And, this will increase to all the children and the adults of Indonesia. We are providing free medical checkups to all citizens of Indonesia. This is not a populist program. This is a rational program to save money. By detecting illness, disease at an early stage, we will save much more in the long term in treatment.', ""I'm also building 10 new universities, and I'm discussing and negotiating with the best universities of Europe, United Kingdom, and North America, to twin them, and to produce universities and campus of international standards. In addition, we are now in the process of building 83,000 cooperatives with 83,000 warehouses, 83,000 cold storages, 83,000 mini markets, 83,000 village drugstores selling generic medicine and all subsidized goods direct to the villages, without intervention from too many middlemen. We are also going to modernize what we call the new fishing villages. We will build at least 1,000 this year, but we actually want to allocate funds for 5,000 villages. Each village will have 2,000 fishermen, we hope to impact 10 million fishermen with their wives and their children, this will impact at least 40 million Indonesians. We have started a pilot project in Biak, in Papua, and the result is very heartening. The average increase in their livelihood is 60 percent increase in their annual livelihood. Why? Because before, to get ice was impossible for them, there was no ice making factory near the villages. To get diesel very far, we will build diesel stations in every village. They will have access very easily. Ladies and Gentlemen, Let me say this clearly. There is no investment climate without the certainty of equitable rule of law.""]",000 / rice / years / 000 murid / 83,,
4,5,4_kemerdekaan_dia_perang_mau,"['kemerdekaan', 'dia', 'perang', 'mau', 'enggak', 'rakyat', 'perang kemerdekaan', 'tentara', 'selalu', 'pejuang']","['Saya ndak tanya, saya enggak mau tahu, kita semua putra merah putih, kita semua anak bangsa Indonesia. Persaingan baik, enggak ada urusan, bertanding bagus, masa mau bertanding, enggak ada lawan tanding, enggak seru dong, benar. Kita mau lomba 100 meter, lari sendiri enggak ada lawannya, enggak lucu itu, ya kan? Itu dagelan namanya itu. Enggak apa-apa, tetapi bersaing tujuannya sama, begitu siapapun yang menang harus bekerja, harus membela rakyat, harus bekerja sesungguhnya untuk rakyat Indonesia. Jangan berkuasa habis itu menjual diri, iya kan? Aku satu tahun saja jadi Presiden geleng-geleng kepala juga saya, berapa kali saya mau disogok, bolak-balik datang minta ini, minta itu. Tegakkan peraturan, tegakkan sesuai dengan kepentingan dan negara, saya ndak ikut yang lain-lain. Kemarin, saya dikasih daftar. Pak, ini daftar sekian puluh perusahaan yang melanggar yang mau dicabut izinnya, silakan Bapak pelajari. Saya bilang, ""Saya enggak mau, saya enggak mau lihat itu, karena saya takut ada teman saya di situ."" Iya kan?"" Enggak enak, bisa terpengaruh saya. Begitu lihat daftar, oh teman saya, begitu lihat eh ini Gerindra lagi. Jadi lebih baik saya enggak lihat, saya enggak mau tahu. Jadi kalau yang dicabut ya salahkan saja Jaksa Agung, iya kan? Memang kalian Menteri-menteri kalian diangkat iya kan, kalian diangkat untuk ya untuk dihujat, enggak apa-apa. Saya enggak mau baca karena saya tidak mau terpengaruh. Kemarin ada Menteri [mengatakan], ""Pak, pak, tolong di baca ini Pak, ini ada nama-namanya."" Eh, jangan-jangan.', ""Kalau tidak salah semua perusahaan di Korea, di Jepang, ada saatnya mereka semua berdiri, lagu kebangsaan dikumandangkan. Semangat nasionalis, semangat patriotik cinta tanah air ini yang harus mendorong semua jajaran Pertamina, terutama yang paling atas. Karena, kita mengerti sifat manusia, yang menentukan adalah para pemimpin. Jadi pemimpin itu harus ing ngarso sung tulodo, memberi contoh. Kalau pemimpinnya maling, anak buahnya tidak semangat. Pengalaman saya di tentara, pemimpin itu maling cepat anak buah tahu, cepat sekali. Mungkin orang luar tidak tahu, mungkin BPK bisa dikibuli, KPK bisa dikibuli, tapi anak buah akan tahu. Di tentara itu kalau komandan-komandannya maling, pemimpinnya maling, itu dikasih julukan kapal keruk dan seumur hidup dia akan membawa nama itu, kapal keruk. Pemimpin harus memberi contoh. Saya terima kasih semangat tadi. Wira, benar. Pejuang, kesatria, pendekar. Saudara-saudara, Perang kemerdekaan ada beberapa fase. Perang kemerdekaan pertama tentunya ratusan tahun yang dulu. Perang kemerdekaan yang kita berhasil rebut kedaulatan tahun '45. Habis itu, perang kemerdekaan atau perang untuk mempertahankan kemerdekaan. Kemudian, perang untuk mengisi, mengisi kemerdekaan. Dan, untuk mengisi kemerdekaan, kita harus mengelola sumber daya dan sumber-sumber kekayaan kita. Jadi, setiap unsur yang diberi tugas dan tanggung jawab mengelola kekayaan negara harus menjalankan misi itu dengan penuh rasa tanggung jawab, dengan penuh cinta tanah air, dengan penuh patriotisme, dengan penuh suri tauladan. Kesatria, pembela tanah air. Terlalu banyak pengalaman kita, direksi-direksi BUMN saya katakan saja tidak baik."", 'Kita punya lagu kebangsaan, apa lagu kebangsaan itu hanya untuk dinyanyikan? Saudara-saudara sekalian, Saya ingatkan kembali ke semua unsur, terutama orang-orang pintar. Saudara-saudara, kita bernegara untuk memperbaiki kehidupan seluruh rakyat Indonesia, bukan segelintir rakyat, seluruh rakyat Indonesia, itu tujuan bernegara. Dan, untuk itu, saya berterima kasih, waktu saya memang melakukan perintisan karier sebagai prajurit, prajurit TNI karena TNI memang adalah tentara rakyat, TNI dari tahun awal kemerdekaan seterusnya, selalu berada di tempat-tempat yang paling susah. Hari ini pun, TNI bersama Polri terjun di tempat yang paling susah di mana rakyat menderita akibat bencana di Sumatra dan di beberapa tempat, bersama lembaga-lembaga lain, bersama relawan, tapi TNI dan Polri terjun. TNI dan Polri sebenarnya adalah satu, adalah satu, karena TNI dan Polri lahir dari perjuangan kemerdekaan. Saya selalu ingatkan, ya memang kalau negara yang maju, seolah-olah maju, negara Barat, negara apa, tuh, seolah mau pisahkan, polisi urusannya hanya kamtibmas. Lahirnya republik, polisi ikut perang, polisi ikut perang. Di awal, karena kita enggak punya anggaran, kita tidak jelas, awal republik, lahirnya republik. Jadi khusus di Indonesia dan dulu pernah kita jadi satu, tapi enggak apa-apa, yang penting adalah sifat, nafas, semangat, kesadaran, kesadaran berbangsa, cinta tanah air, ini yang paling penting. Dan, saya melihat, hari ini kita buktikan, semua unsur ikut, dan tidak kecil peranan para gubernur dan para bupati kita. Dan, saya terima kasih, program-program kita berhasil karena dukungan semua, dukungan bupati, dukungan wali kota, dukungan gubernur, dukungan pimpinan polisi, pimpinan tentara, dukungan semua, ke K/L-K/L di mana-mana.']",kemerdekaan / dia / perang / mau / enggak,,
