chunk_id,speech_id,file_name,speech_title_from_filename,forum_scope_inferred,event_date,language_estimate,source_url,source_domain,source_validation_status,chunk_order,chunk_text,chunk_word_count,chunk_quality_flags,suggested_open_code_1,suggested_open_code_2,suggested_open_code_3,suggested_axial_category_1,suggested_axial_category_2,suggested_axial_category_3,suggested_selective_theme_1,suggested_selective_theme_2,suggested_selective_theme_3,suggestion_confidence,matched_keywords_summary,suggestion_detail_json,manual_open_code_1,manual_open_code_2,manual_open_code_3,manual_axial_category,manual_selective_theme,coding_status,coder_notes,processed_stage04_at
SPCH_001_BRICS_LEADERS_CHK_001,SPCH_001_BRICS_LEADERS,NASKAH-PIDATO-PRABOWO-BRICS-LEADERS.txt,Brics Leaders,international,9/8/2025,en,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-brics-leaders-virtual-meeting-melalui-video-conference-di-kertanegara-kota-administrasi-jakarta-selatan-provinsi-dki-jakarta-senin-8-september-2025/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,1,"Distinguished Leaders of BRICS. It is indeed a great honor for me to join this very important meeting. Indonesia considers BRICS to be a very strong pillar of stability and hope in the current international geopolitical situation. We now experience a world full of instability and also a world that the concept of multilateralism is being challenged. I fully support the opinions of the preceding speakers: the Distinguished President of Brazil, the Distinguished President of China and Egypt. BRICS now is more than 55% of world population. We are more than 40% of global GDP. BRICS has the biggest economies, biggest countries in population, biggest markets, countries with large natural resources, critical resources. Therefore, BRICS is emerging as a pillar of strengths. So, Indonesia supports the continuation. Indeed, we must continue and work closer together. We must consult each other more. I fully support the concepts given forward by the Distinguished President of the People's Republic of China. We must uphold openness. We must do exactly to continue this close coordination and cooperation in this present world of uncertainty, of double and even triple standards, where international law is being daily ignored, where might makes right, where little countries with less power are being intimidated, threatened, bullied, where trade and finance become weapon, weapon. We consider now, this is the time that BRICS must continue to evolve.",227,OK,Diplomasi multilateral dan kerja sama internasional,Anti-korupsi dan penegakan hukum,,Diplomasi dan tatanan global,Tata kelola pemerintahan dan rule of law,,"Diplomasi, perdamaian, dan keadilan global",Reformasi tata kelola dan penegakan hukum,,HIGH,"OC008=brics(6), multilateralism(1), cooperation(1), stability(1), international(2) | OC006=law(1)","[{""open_code_id"": ""OC008"", ""open_code_label"": ""Diplomasi multilateral dan kerja sama internasional"", ""axial_category"": ""Diplomasi dan tatanan global"", ""selective_theme"": ""Diplomasi, perdamaian, dan keadilan global"", ""total_hits"": 11, ""unique_keyword_hits"": 5, ""matched_keywords"": [{""keyword"": ""brics"", ""hit_count"": 6}, {""keyword"": ""multilateralism"", ""hit_count"": 1}, {""keyword"": ""cooperation"", ""hit_count"": 1}, {""keyword"": ""stability"", ""hit_count"": 1}, {""keyword"": ""international"", ""hit_count"": 2}]}, {""open_code_id"": ""OC006"", ""open_code_label"": ""Anti-korupsi dan penegakan hukum"", ""axial_category"": ""Tata kelola pemerintahan dan rule of law"", ""selective_theme"": ""Reformasi tata kelola dan penegakan hukum"", ""total_hits"": 1, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""law"", ""hit_count"": 1}]}]",Diplomasi multilateral dan kerja sama internasional,Anti-korupsi dan penegakan hukum,,Diplomasi dan tatanan global,"Diplomasi, perdamaian, dan keadilan global",REVIEWED,,2026-06-11T22:11:05
SPCH_001_BRICS_LEADERS_CHK_002,SPCH_001_BRICS_LEADERS,NASKAH-PIDATO-PRABOWO-BRICS-LEADERS.txt,Brics Leaders,international,9/8/2025,en,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-brics-leaders-virtual-meeting-melalui-video-conference-di-kertanegara-kota-administrasi-jakarta-selatan-provinsi-dki-jakarta-senin-8-september-2025/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,2,"We consider now, this is the time that BRICS must continue to evolve. We fully support the initiatives taken. We commend the leadership of President Lula. And, Indonesia is committed to working closer with all the BRICS countries. Thank you very much.",42,LOW_WORD_COUNT_LT_80,Diplomasi multilateral dan kerja sama internasional,,,Diplomasi dan tatanan global,,,"Diplomasi, perdamaian, dan keadilan global",,,LOW,OC008=brics(2),"[{""open_code_id"": ""OC008"", ""open_code_label"": ""Diplomasi multilateral dan kerja sama internasional"", ""axial_category"": ""Diplomasi dan tatanan global"", ""selective_theme"": ""Diplomasi, perdamaian, dan keadilan global"", ""total_hits"": 2, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""brics"", ""hit_count"": 2}]}]",Diplomasi multilateral dan kerja sama internasional,,,Diplomasi dan tatanan global,"Diplomasi, perdamaian, dan keadilan global",REVIEWED,,2026-06-11T22:11:05
SPCH_002_PANEN_RAYA_CHK_001,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,1/7/2026,id,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-panen-raya-dan-pengumuman-swasembada-pangan-di-desa-kertamukti-kabupaten-karawang-provinsi-jawa-barat-rabu-7-januari-2026/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,1,"Bismillahirrahmanirrahim. Assalamu'alaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan, Rahayu, rahayu. Yang saya hormati, Menteri Pertanian sebagai penyelenggara Saudara Andi Amran Sulaiman beserta jajaran Kementerian Pertanian; Menteri Koordinator Pangan Saudara Zulkifli Hasan, para Menteri, Kepala Badan, Jaksa Agung, Kapolri, Wakil Panglima TNI, para Kepala Staf Angkatan; Kepala BRIN yang saya hormati; Kepala Perum Bulog Letnan Jenderal TNI (Purn.) Ahmad Rizal Ramdhani yang saya hormati; Wakil Menteri Pertanian Saudara Sudaryono yang merangkap Ketua Umum HKTI, Ketua Umum APPSI, masih? Ketua Umum TNI Merdeka, banyak sekali kau [menjabat] ketua umum? Ketua Komisi IV DPR RI, yang saya hormati Saudari Siti Hediati Soeharto, tepuk tangannya kok panjang banget? Para Kepala Daerah yang hadir langsung dan para Kepala Daerah yang tidak hadir tetapi lewat online. Yang hadir langsung di sini Gubernur Jawa Barat Saudara Dedi Mulyadi (KDM), Gubernur Jawa Timur Saudara Khofifah Indar Parawansa, Gubernur Sumatra Selatan Saudara Herman Deru, Gubernur Sulawesi Selatan Saudara Andi Sudirman Sulaiman, Gubernur Sumatra Utara Saudara Bobby Afif Nasution, Bupati Karawang Saudara Aep Syaepuloh, para Gubernur/Bupati/Wali Kota yang hadir melalui online yang saya hormati dan saya banggakan, yang hadir secara virtual; Yang saya hormati, para Dirut BUMN yang berkenan hadir di sini sekarang, juga para asosiasi yang hadir [diantaranya] Perhimpunan Insan Perunggasan Rakyat Indonesia (PINSAR), Gabungan Pengusaha Makanan Ternak (GPMT), Asosiasi Perbenihan Indonesia, Ketua Kolaborasi Strategis Penggilingan Indonesia, Asosiasi Penggilingan Padi, Masyarakat Perbenihan dan Pembibitan Indonesia, Asosiasi Pedagang dan Produsen Jagung Indonesia, Penyedia Katalog Elektronik Benih Padi Indonesia, Gabungan Pengusaha Kelapa Sawit Indonesia, Asosiasi Petani Tebu Republik Indonesia, Perhimpunan Agronomi Indonesia, Ketua Umum APTRI hadir?",268,OK,Kedaulatan pangan dan swasembada,Pemerataan kesejahteraan dan pengentasan kemiskinan,,Ketahanan nasional dan kedaulatan strategis,Kesejahteraan sosial dan pemerataan pembangunan,,Kedaulatan dan kemandirian nasional,Pembangunan manusia dan keadilan sosial,,HIGH,"OC001=pangan(1), jagung(1), petani(1), pertanian(3) | OC003=rakyat(1)","[{""open_code_id"": ""OC001"", ""open_code_label"": ""Kedaulatan pangan dan swasembada"", ""axial_category"": ""Ketahanan nasional dan kedaulatan strategis"", ""selective_theme"": ""Kedaulatan dan kemandirian nasional"", ""total_hits"": 6, ""unique_keyword_hits"": 4, ""matched_keywords"": [{""keyword"": ""pangan"", ""hit_count"": 1}, {""keyword"": ""jagung"", ""hit_count"": 1}, {""keyword"": ""petani"", ""hit_count"": 1}, {""keyword"": ""pertanian"", ""hit_count"": 3}]}, {""open_code_id"": ""OC003"", ""open_code_label"": ""Pemerataan kesejahteraan dan pengentasan kemiskinan"", ""axial_category"": ""Kesejahteraan sosial dan pemerataan pembangunan"", ""selective_theme"": ""Pembangunan manusia dan keadilan sosial"", ""total_hits"": 1, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""rakyat"", ""hit_count"": 1}]}]",Kedaulatan pangan dan swasembada,Pemerataan kesejahteraan dan pengentasan kemiskinan,,Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,2026-06-11T22:11:05
SPCH_002_PANEN_RAYA_CHK_002,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,1/7/2026,id,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-panen-raya-dan-pengumuman-swasembada-pangan-di-desa-kertamukti-kabupaten-karawang-provinsi-jawa-barat-rabu-7-januari-2026/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,2,"Yang saya hormati, para Dirut BUMN yang berkenan hadir di sini sekarang, juga para asosiasi yang hadir [diantaranya] Perhimpunan Insan Perunggasan Rakyat Indonesia (PINSAR), Gabungan Pengusaha Makanan Ternak (GPMT), Asosiasi Perbenihan Indonesia, Ketua Kolaborasi Strategis Penggilingan Indonesia, Asosiasi Penggilingan Padi, Masyarakat Perbenihan dan Pembibitan Indonesia, Asosiasi Pedagang dan Produsen Jagung Indonesia, Penyedia Katalog Elektronik Benih Padi Indonesia, Gabungan Pengusaha Kelapa Sawit Indonesia, Asosiasi Petani Tebu Republik Indonesia, Perhimpunan Agronomi Indonesia, Ketua Umum APTRI hadir? Hadir enggak di sini APTRI? Baik. Yang saya hormati dan saya banggakan, para Kelompok Tani, para Penyuluh Pertanian dan terutama para petani dari seluruh Indonesia yang saya hormati, yang saya cintai dan yang saya banggakan; Seluruh hadirin, undangan, rekan-rekan pers dan media yang hadir langsung maupun yang hadir secara virtual. Saudara-saudara, Karena tadi mungkin banyak tokoh-tokoh sudah di sebut satu-satu mungkin saya tidak perlu mengulangi lagi tanpa mengurangi rasa hormat saya, tetapi kalau diminta mengulangi, saya siap mengulangi juga. Ini banyak sekali, tetapi tidak apa-apa. Perlu dibacakan satu-satu? Cukup? Baik. Tanpa mengurangi rasa hormat tetapi di sini banyak dirut perusahaan-perusahaan penting, dirut perusahaan-perusahaan penting: PTPN 3, PTPN 4, PTPN 1, Riset Perkebunan Nusantara, Sinergi Gula Nusantara, Agrinas Palma, Agrinas Pangan Nusantara. Agrinas Palma hadir dirutnya? Agrinas Palma? Catat ya, ini sambil diabsen ini. Dirut PT Berdikari Saudara Maryadi, Dirut Sang Hyang Seri, Dirut PT Pusri Saudara Maryono, Dirut Pupuk Kujang.",224,OK,Kedaulatan pangan dan swasembada,Pemerataan kesejahteraan dan pengentasan kemiskinan,,Ketahanan nasional dan kedaulatan strategis,Kesejahteraan sosial dan pemerataan pembangunan,,Kedaulatan dan kemandirian nasional,Pembangunan manusia dan keadilan sosial,,HIGH,"OC001=pangan(1), jagung(1), petani(2), pertanian(1) | OC003=rakyat(1)","[{""open_code_id"": ""OC001"", ""open_code_label"": ""Kedaulatan pangan dan swasembada"", ""axial_category"": ""Ketahanan nasional dan kedaulatan strategis"", ""selective_theme"": ""Kedaulatan dan kemandirian nasional"", ""total_hits"": 5, ""unique_keyword_hits"": 4, ""matched_keywords"": [{""keyword"": ""pangan"", ""hit_count"": 1}, {""keyword"": ""jagung"", ""hit_count"": 1}, {""keyword"": ""petani"", ""hit_count"": 2}, {""keyword"": ""pertanian"", ""hit_count"": 1}]}, {""open_code_id"": ""OC003"", ""open_code_label"": ""Pemerataan kesejahteraan dan pengentasan kemiskinan"", ""axial_category"": ""Kesejahteraan sosial dan pemerataan pembangunan"", ""selective_theme"": ""Pembangunan manusia dan keadilan sosial"", ""total_hits"": 1, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""rakyat"", ""hit_count"": 1}]}]",Kedaulatan pangan dan swasembada,Pemerataan kesejahteraan dan pengentasan kemiskinan,,Ketahanan nasional dan kedaulatan strategis,Kedaulatan dan kemandirian nasional,REVIEWED,,2026-06-11T22:11:05
SPCH_002_PANEN_RAYA_CHK_003,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,1/7/2026,id,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-panen-raya-dan-pengumuman-swasembada-pangan-di-desa-kertamukti-kabupaten-karawang-provinsi-jawa-barat-rabu-7-januari-2026/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,3,"Dirut PT Berdikari Saudara Maryadi, Dirut Sang Hyang Seri, Dirut PT Pusri Saudara Maryono, Dirut Pupuk Kujang. Baik, terima kasih. Bupati-bupati juga penting ini. Bupati Banyuasin, Bupati Sukabumi, Bupati Tasikmalaya Pak Cecep Nurul Yakin, Bupati Ogan Komering Ulu Timur Saudara Lanosin, Bupati Cianjur terima kasih Pak Mohammad Wahyu Ferdian, Bupati Bojonegoro tadi sudah ya, Bupati Indramayu Saudara Lucky Hakim, Bupati Wajo Saudara Andi Rosman hadir? Terima kasih. Bupati Merauke Saudara Yoseph Gebze terima kasih hadir jauh-jauh dari Merauke. Bupati Bandung Saudara Dadang Supriatna, terima kasih, Bupati Subang Saudara Reynaldy Putra, Bupati Bekasi Saudara Asep Surya Atmaja, terima kasih. Wali Kota Tasikmalaya Saudara Viman Alfarizi Ramadhan, terima kasih, Saudara-saudara sekalian. Menteri-menteri perlu? Sudah tadi ya disebut, sekalian sudah tadi saya catat sebagai absen. Terima kasih. Saudara-saudara, Selalu sebagai insan yang bertakwa, marilah kita tidak henti-hentinya memanjatkan puji syukur ke hadirat Tuhan Mahabesar, Mahakuasa, bagi umat Islam Allah SWT yang memiliki sekalian alam, hanya kepadaNya lah kita berdoa dan hanya kepadaNya lah kita meminta pertolongan. Kita bersyukur atas segala kebaikan, karunia, kedamaian dan atas kesehatan yang masih diberikan kepada kita, sehingga kita dapat berkumpul di siang hari ini. Kita hadir di sini dalam acara yang sangat besar artinya, sangat penting dan sangat membanggakan. Walaupun selalu, kita selalu ingat saudara-saudara kita di tempat-tempat yang jauh dari sini, yang mengalami musibah beberapa puluh hari lalu di Aceh, Sumatra Barat, Sumatra Utara tetapi juga ada di Jawa Timur, di Jawa Tengah, ada di Kalimantan, ada beberapa tempat.",242,OK,"Kesehatan, gizi, dan perlindungan sosial",,,Pembangunan sumber daya manusia,,,Pembangunan manusia dan keadilan sosial,,,LOW,OC005=kesehatan(1),"[{""open_code_id"": ""OC005"", ""open_code_label"": ""Kesehatan, gizi, dan perlindungan sosial"", ""axial_category"": ""Pembangunan sumber daya manusia"", ""selective_theme"": ""Pembangunan manusia dan keadilan sosial"", ""total_hits"": 1, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""kesehatan"", ""hit_count"": 1}]}]","Kesehatan, gizi, dan perlindungan sosial",,,Pembangunan sumber daya manusia,Pembangunan manusia dan keadilan sosial,EXCLUDED,,2026-06-11T22:11:05
SPCH_002_PANEN_RAYA_CHK_004,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,1/7/2026,id,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-panen-raya-dan-pengumuman-swasembada-pangan-di-desa-kertamukti-kabupaten-karawang-provinsi-jawa-barat-rabu-7-januari-2026/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,4,"Walaupun selalu, kita selalu ingat saudara-saudara kita di tempat-tempat yang jauh dari sini, yang mengalami musibah beberapa puluh hari lalu di Aceh, Sumatra Barat, Sumatra Utara tetapi juga ada di Jawa Timur, di Jawa Tengah, ada di Kalimantan, ada beberapa tempat. Kita selalu ingat saudara-saudara kita, tetapi kita juga bangga melihat pengabdian darmabakti. Banyak unsur dari seluruh lapisan masyarakat, TNI, Polri, BNPB, Basarnas, PU, PLN, perusahaan-perusahaan Danantara, semua bahu-membahu termasuk banyak relawan dari mana-mana. Kita buktikan bangsa Indonesia bangsa yang kuat, bangsa yang berkemampuan, bangsa yang berdiri di atas kaki kita sendiri. Saudara-saudara sekalian, Terima kasih atas kehormatan yang diberikan kepada saya, diundang hari ini pada acara panen raya dan pengumuman resmi bahwa Indonesia berhasil kembali menjadi bangsa yang swasembada pangan. Terima kasih. Saudara-saudara, Saya selalu mengatakan dimana-mana bahwa bangsa Indonesia harus sungguh-sungguh menjadi bangsa yang waspada, bangsa yang selalu mau mengoreksi diri, bangsa yang selalu berani menghadapi segala keadaan. Saudara-saudara sekalian, Kita mengerti dan paham bahwa bangsa kita negara yang kaya. Setelah saya dipilih dan diangkat menjadi Presiden, setelah saya mengambil alih pemerintahan saya paham, lebih paham, lebih mengerti atas kekayaan-kekayaan kita. Tetapi, saya harus katakan saya prihatin, saya sedih dengan kenyataan bahwa banyak kenyataan kita yang tidak pandai kita kelola, sehingga banyak kekayaan kita yang bocor. Dari dulu saya mengerti hal ini, tetapi saya tidak mengerti seberapa banyak kebocoran itu.",222,OK,Persatuan nasional dan kepercayaan diri bangsa,Kedaulatan pangan dan swasembada,"Investasi, industrialisasi, dan pertumbuhan ekonomi",Identitas nasional dan kepemimpinan,Ketahanan nasional dan kedaulatan strategis,Transformasi ekonomi dan pembangunan produktif,Kedaulatan dan kemandirian nasional,Kedaulatan dan kemandirian nasional,Transformasi ekonomi dan pembangunan nasional,HIGH,"OC013=bangsa(10), berdiri di atas kaki(1) | OC001=swasembada(1), pangan(1) | OC010=danantara(1)","[{""open_code_id"": ""OC013"", ""open_code_label"": ""Persatuan nasional dan kepercayaan diri bangsa"", ""axial_category"": ""Identitas nasional dan kepemimpinan"", ""selective_theme"": ""Kedaulatan dan kemandirian nasional"", ""total_hits"": 11, ""unique_keyword_hits"": 2, ""matched_keywords"": [{""keyword"": ""bangsa"", ""hit_count"": 10}, {""keyword"": ""berdiri di atas kaki"", ""hit_count"": 1}]}, {""open_code_id"": ""OC001"", ""open_code_label"": ""Kedaulatan pangan dan swasembada"", ""axial_category"": ""Ketahanan nasional dan kedaulatan strategis"", ""selective_theme"": ""Kedaulatan dan kemandirian nasional"", ""total_hits"": 2, ""unique_keyword_hits"": 2, ""matched_keywords"": [{""keyword"": ""swasembada"", ""hit_count"": 1}, {""keyword"": ""pangan"", ""hit_count"": 1}]}, {""open_code_id"": ""OC010"", ""open_code_label"": ""Investasi, industrialisasi, dan pertumbuhan ekonomi"", ""axial_category"": ""Transformasi ekonomi dan pembangunan produktif"", ""selective_theme"": ""Transformasi ekonomi dan pembangunan nasional"", ""total_hits"": 1, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""danantara"", ""hit_count"": 1}]}]",Persatuan nasional dan kepercayaan diri bangsa,Kedaulatan pangan dan swasembada,"Investasi, industrialisasi, dan pertumbuhan ekonomi",Identitas nasional dan kepemimpinan,Kedaulatan dan kemandirian nasional,REVIEWED,,2026-06-11T22:11:05
SPCH_002_PANEN_RAYA_CHK_005,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,1/7/2026,id,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-panen-raya-dan-pengumuman-swasembada-pangan-di-desa-kertamukti-kabupaten-karawang-provinsi-jawa-barat-rabu-7-januari-2026/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,5,"Dari dulu saya mengerti hal ini, tetapi saya tidak mengerti seberapa banyak kebocoran itu. Dari tahun ke tahun sebelum saya menjadi presiden saya berjuang, berjuang sebagai Ketua Umum HKTI, berjuang sebagai ketua umum sebuah partai, kenapa? Karena, saya melihat ada kejanggalan di bangsa kita. Saya melihat sudah berapa puluh tahun negara yang begini kaya, rakyatnya masih banyak yang miskin. Saya tidak dapat menerima di akal sehat dan di hati saya bagaimana negara yang begini makmur, bagaimana negara yang berjuang ratusan tahun untuk merdeka tetapi kekayaannya kurang dinikmati oleh sebagian besar rakyat Indonesia. Terutama yang tidak masuk di akal saya, bagaimana bisa negara yang begini besar, negara yang diberi karunia oleh yang Mahakuasa, bumi yang luas, bumi yang kaya, tanah yang subur, tetapi kita tergantung bangsa lain untuk pangan kita. Kita impor, impor, impor, impor pangan. Tidak masuk di hati saya, tidak masuk di akal saya. Saya memang bukan orang pintar, saya tidak punya gelar profesor tetapi saya bisa melihat yang benar dan yang tidak benar. Saya bisa melihat yang masuk akal dan yang tidak masuk akal. Saya bisa merasakan keadilan dan yang tidak adanya keadilan. Karena itu, saya berjuang terus, saya dituduh mau jadi diktator, saya dituduh mau berkuasa, saya dituduh mau kudeta, tetapi saya sejak muda saya bersumpah sebagai prajurit adalah prajurit dari Tentara Nasional Indonesia, TNI adalah tentara rakyat, TNI lahir rakyat, waktu kita berjuang kita diberi makan oleh rakyat Indonesia.",233,OK,Pemerataan kesejahteraan dan pengentasan kemiskinan,Persatuan nasional dan kepercayaan diri bangsa,Kedaulatan pangan dan swasembada,Kesejahteraan sosial dan pemerataan pembangunan,Identitas nasional dan kepemimpinan,Ketahanan nasional dan kedaulatan strategis,Pembangunan manusia dan keadilan sosial,Kedaulatan dan kemandirian nasional,Kedaulatan dan kemandirian nasional,MEDIUM,"OC003=miskin(1), rakyat(4) | OC013=bangsa(2) | OC001=pangan(2)","[{""open_code_id"": ""OC003"", ""open_code_label"": ""Pemerataan kesejahteraan dan pengentasan kemiskinan"", ""axial_category"": ""Kesejahteraan sosial dan pemerataan pembangunan"", ""selective_theme"": ""Pembangunan manusia dan keadilan sosial"", ""total_hits"": 5, ""unique_keyword_hits"": 2, ""matched_keywords"": [{""keyword"": ""miskin"", ""hit_count"": 1}, {""keyword"": ""rakyat"", ""hit_count"": 4}]}, {""open_code_id"": ""OC013"", ""open_code_label"": ""Persatuan nasional dan kepercayaan diri bangsa"", ""axial_category"": ""Identitas nasional dan kepemimpinan"", ""selective_theme"": ""Kedaulatan dan kemandirian nasional"", ""total_hits"": 2, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""bangsa"", ""hit_count"": 2}]}, {""open_code_id"": ""OC001"", ""open_code_label"": ""Kedaulatan pangan dan swasembada"", ""axial_category"": ""Ketahanan nasional dan kedaulatan strategis"", ""selective_theme"": ""Kedaulatan dan kemandirian nasional"", ""total_hits"": 2, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""pangan"", ""hit_count"": 2}]}]",Pemerataan kesejahteraan dan pengentasan kemiskinan,Persatuan nasional dan kepercayaan diri bangsa,Kedaulatan pangan dan swasembada,Kesejahteraan sosial dan pemerataan pembangunan,Pembangunan manusia dan keadilan sosial,REVIEWED,,2026-06-11T22:11:05
SPCH_002_PANEN_RAYA_CHK_006,SPCH_002_PANEN_RAYA,NASKAH-PIDATO-PRABOWO-PANEN-RAYA.txt,Panen Raya,national,1/7/2026,id,https://setkab.go.id/sambutan-presiden-republik-indonesia-pada-panen-raya-dan-pengumuman-swasembada-pangan-di-desa-kertamukti-kabupaten-karawang-provinsi-jawa-barat-rabu-7-januari-2026/,setkab.go.id,VALID_SETKAB_DOMAIN_OFFLINE,6,"Karena itu, saya berjuang terus, saya dituduh mau jadi diktator, saya dituduh mau berkuasa, saya dituduh mau kudeta, tetapi saya sejak muda saya bersumpah sebagai prajurit adalah prajurit dari Tentara Nasional Indonesia, TNI adalah tentara rakyat, TNI lahir rakyat, waktu kita berjuang kita diberi makan oleh rakyat Indonesia. Waktu kita menyatakan kemerdekaan, waktu kita menyatakan kemerdekaan tanggal 17 Agustus 1945 tidak ada anggaran, belum ada Kementerian Keuangan, belum ada pajak, belum ada bea cukai, siapa yang biayai pejuang-pejuang, siapa yang mendukung perang kemerdekaan, yang mendukung perang kemerdekaan adalah rakyat Indonesia, yang memberi makan kepada tentara pejuang-pejuang adalah para petani Indonesia. Kita tidak bakal merdeka tanpa jasa para petani kita, Saudara-saudara sekalian. Saudara-saudara sekalian, Saya masuk tentara tahun '70, tahun '70, tahun '70, tetapi saya merasakan setiap saya latihan di desa-desa Jawa Tengah, Jawa Barat, rakyat keluar dari rumah, rumah-rumah yang sederhana, rumah-rumah gedek yang lantainya masih tanah, mereka keluar dari rumah, mereka memberi minuman teh, mereka memberi pisang, mereka memberi singkong kepada kami, Saudara-saudara sekalian, padahal untuk masak itu dia harus ambil kayu yang cukup jauh, dia harus ambil air yang cukup jauh, begitu cintanya rakyat kepada tentara, begitu sadarnya para petani terhadap negara bangsa Indonesia. Para petanilah yang paling setia, yang paling loyal dan yang paling merah putih di Republik Indonesia ini, Saudara-saudara sekalian. Dan, saya tidak habis pikir, puluhan tahun para petani kita, para nelayan kita kurang dihormati, kurang dibela, kurang dilindungi.",234,OK,"Koperasi, desa, dan ekonomi akar rumput",Persatuan nasional dan kepercayaan diri bangsa,Pemerataan kesejahteraan dan pengentasan kemiskinan,Transformasi ekonomi dan pembangunan produktif,Identitas nasional dan kepemimpinan,Kesejahteraan sosial dan pemerataan pembangunan,Transformasi ekonomi dan pembangunan nasional,Kedaulatan dan kemandirian nasional,Pembangunan manusia dan keadilan sosial,MEDIUM,"OC011=desa(2), nelayan(1) | OC013=bangsa(1), merah putih(1) | OC003=rakyat(6)","[{""open_code_id"": ""OC011"", ""open_code_label"": ""Koperasi, desa, dan ekonomi akar rumput"", ""axial_category"": ""Transformasi ekonomi dan pembangunan produktif"", ""selective_theme"": ""Transformasi ekonomi dan pembangunan nasional"", ""total_hits"": 3, ""unique_keyword_hits"": 2, ""matched_keywords"": [{""keyword"": ""desa"", ""hit_count"": 2}, {""keyword"": ""nelayan"", ""hit_count"": 1}]}, {""open_code_id"": ""OC013"", ""open_code_label"": ""Persatuan nasional dan kepercayaan diri bangsa"", ""axial_category"": ""Identitas nasional dan kepemimpinan"", ""selective_theme"": ""Kedaulatan dan kemandirian nasional"", ""total_hits"": 2, ""unique_keyword_hits"": 2, ""matched_keywords"": [{""keyword"": ""bangsa"", ""hit_count"": 1}, {""keyword"": ""merah putih"", ""hit_count"": 1}]}, {""open_code_id"": ""OC003"", ""open_code_label"": ""Pemerataan kesejahteraan dan pengentasan kemiskinan"", ""axial_category"": ""Kesejahteraan sosial dan pemerataan pembangunan"", ""selective_theme"": ""Pembangunan manusia dan keadilan sosial"", ""total_hits"": 6, ""unique_keyword_hits"": 1, ""matched_keywords"": [{""keyword"": ""rakyat"", ""hit_count"": 6}]}]","Koperasi, desa, dan ekonomi akar rumput",Persatuan nasional dan kepercayaan diri bangsa,Pemerataan kesejahteraan dan pengentasan kemiskinan,Transformasi ekonomi dan pembangunan produktif,Transformasi ekonomi dan pembangunan nasional,REVIEWED,,2026-06-11T22:11:05
